name,phone,email,remark,address,Product Name,Lead Interest,Lead Status,Lead Reference,State,Created By,Assigned To,usercode,createdon,isdeleted
Mrs. Yashica Anne,5872923639,yashica.anne795@mailserver.org,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,Cell Track,High,Open,Webinar,Bihar & Jharkhand,Sonal Athawale,Pravin Vhatkar,,9/14/2025,0
Mrs. Lakshit Date,9855306842,lakshit.date611@business.in,Information given price pitched 28 000. Client said he will let us know.,,Cell Track,High,Open,Referral,Bihar & Jharkhand,Sonal Athawale,Suraj Darade,,9/24/2025,0
Mr. Isaac Shroff,8394765592,isaac.shroff585@business.in,Information given. Price told Rs. 28k. Client said that he will callback for the same.,,Cell Track,High,Open,Webinar,Bihar & Jharkhand,Suraj Darade,Pravin Vhatkar,,10/3/2025,0
Ms. Chaudry,8233278558,meera.chaudry950@business.in,Information given. Price told Rs. 33k. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Delhi & NCR,Sonal Athawale,Suraj Darade,,9/12/2025,0
Ms. Shivani Bahri,+919319628,shivani.bahri447@mailserver.org,Information given price pitched 28 000. Client said he will call on next week.,,Cell Track,High,Open,Website,Gujarat,Pravin Vhatkar,Pravin Vhatkar,,10/5/2025,0
Ms. Manthan Chadha,+915978503,manthan.chadha694@example.com,Information given price pitched 33 000. Client said he will call back.,,SDR,High,Open,Referral,Uttar Pradesh,Sonal Athawale,Pravin Vhatkar,,9/14/2025,0
Mrs. Leena Baral,2404237919,leena.baral470@example.com,Information given. Price told Rs.28k. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Gujarat,Sonal Athawale,Suraj Darade,,9/23/2025,0
Ms. Hema Borde,+911337603,hema.borde604@example.com,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",Medium,Open,Referral,Uttar Pradesh,Sonal Athawale,Sonal Athawale,,10/7/2025,0
Ms. Gautami Gokhale,0680425547,gautami.gokhale906@mailserver.org,Information given price pitched 18 000. Client said he will call back.,,"CDR Analysis Software,SDR",High,Open,Marketing,Punjab,Suraj Darade,Sonal Athawale,,9/14/2025,0
Mrs. De,0940314754,lila.de1@business.in,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,CDR Analysis Software,Medium,Open,Website,Karnataka ,Sonal Athawale,Sonal Athawale,,9/27/2025,0
Ms. Pranav Khare,0124035847,pranav.khare424@business.in,Information given. Price pitched 33k. The client said he will let us know.,,SDR,Medium,Open,Marketing,Gujarat,Pravin Vhatkar,Suraj Darade,,10/2/2025,0
Mrs. Fitan Ghose,+918933421,fitan.ghose204@business.in,Information given price pitched 28k. Client said he will call on next week.,,"CDR Analysis Software,SDR",High,Open,Webinar,Bihar & Jharkhand,Suraj Darade,Suraj Darade,,9/21/2025,0
Mr. Aachal Setty,0524562204,aachal.setty608@mailserver.org,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,CDR Analysis Software,Medium,Open,Webinar,Goa,Pravin Vhatkar,Pravin Vhatkar,,9/25/2025,0
Mr. Triveni Aurora,0074632725,triveni.aurora841@business.in,Information given price pitched 28 000. Client said he will let us know.,,Cell Track,Medium,Open,Website,Uttar Pradesh,Sonal Athawale,Pravin Vhatkar,,9/30/2025,0
Ms. Gabriel Chakrabarti,9871919249,gabriel.chakrabarti846@mailserver.org,Information given price pitched 18 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Uttar Pradesh,Suraj Darade,Sonal Athawale,,9/22/2025,0
Ms. Sathvik Tripathi,0197034831,sathvik.tripathi548@business.in,Information given price pitched 28 000. Client said he will call back.,,Cell Track,Medium,Open,Website,Maharashtra ,Suraj Darade,Pravin Vhatkar,,9/21/2025,0
Mr. Reva Gaba,0283064745,reva.gaba871@example.com,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Webinar,Tamil Nadu,Suraj Darade,Suraj Darade,,9/16/2025,0
Mrs. Urvi Setty,0880341432,urvi.setty457@business.in,Information given price pitched 28k. Client said share me details on whats app he will let us know.,,Cell Track,High,Open,Website,Gujarat,Sonal Athawale,Suraj Darade,,10/3/2025,0
Mr. Aahana Kanda,+914157905,aahana.kanda245@mailserver.org,Information given price pitched 28 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Referral,Tamil Nadu,Sonal Athawale,Suraj Darade,,10/3/2025,0
Ms. Balvan Varkey,0264962689,balvan.varkey687@example.com,Information given price pitched 28 000. Client said share me details on whats app he will let us know.,,Cell Track,High,Open,Website,Goa,Sonal Athawale,Suraj Darade,,9/28/2025,0
Ms. Meghana Kapadia,0203766265,meghana.kapadia111@mailserver.org,Information given. Price told Rs. 28k. Client said that he will callback for the same.,,Cell Track,Medium,Open,Marketing,Bihar & Jharkhand,Pravin Vhatkar,Pravin Vhatkar,,10/6/2025,0
Mr. Hari,+919613543,harini.hari556@business.in,Information given price pitched 28 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Webinar,Goa,Suraj Darade,Sonal Athawale,,10/2/2025,0
Mr. Nikita Zacharia,+917663632,nikita.zacharia682@mailserver.org,Information given. Price told Rs.18k. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",Medium,Open,Website,Punjab,Pravin Vhatkar,Suraj Darade,,9/12/2025,0
Mrs. Dube,0826463625,ishani.dube573@example.com,Information given. Price told Rs.18k. Client said that send me quotation for the same.,,CDR Analysis Software,Medium,Open,Referral,Maharashtra ,Pravin Vhatkar,Suraj Darade,,10/4/2025,0
Ms. Pillai,0197142677,nirja.pillai306@business.in,Information given price pitched 18k. Client said he will call on next week.,,CDR Analysis Software,High,Open,Website,Goa,Suraj Darade,Pravin Vhatkar,,10/5/2025,0
Ms. Henry Wason,0253331142,henry.wason208@mailserver.org,Information given. Price pitched 28 000. The client said he will let us know.,,Cell Track,High,Open,Marketing,Gujarat,Sonal Athawale,Suraj Darade,,9/24/2025,0
Mrs. Januja Palla,0527195829,januja.palla785@example.com,Information given. Price told Rs. 28k. Client said that he will callback for the same.,,CDR Analysis Software,High,Open,Website,Bihar & Jharkhand,Sonal Athawale,Suraj Darade,,10/7/2025,0
Mr. Maya Varkey,0757290233,maya.varkey614@mailserver.org,Information given. Price pitched 33 000. The client said he will let us know.,,SDR,High,Open,Website,Bihar & Jharkhand,Suraj Darade,Pravin Vhatkar,,9/18/2025,0
Ms. Onveer Choudhary,5367417617,onveer.choudhary122@mailserver.org,Information given price pitched 33k. Client said he will call on next week.,,"CDR Analysis Software,SDR",High,Open,Marketing,Goa,Pravin Vhatkar,Suraj Darade,,10/9/2025,0
Mrs. Harish Pradhan,1761919520,harish.pradhan505@business.in,Information given price pitched 33 000. Client said share me details on whats app he will let us know.,,CDR Analysis Software,High,Open,Webinar,Delhi & NCR,Pravin Vhatkar,Suraj Darade,,10/4/2025,0
Ms. Borah,+918620905,mekhala.borah460@mailserver.org,Information given price pitched 28 000. Client said he will call on next week.,,CDR Analysis Software,Medium,Open,Website,Tamil Nadu,Pravin Vhatkar,Sonal Athawale,,9/22/2025,0
Mrs. Nihal Barad,9528253324,nihal.barad856@mailserver.org,Information given price pitched 28k. Client said he will let us know.,,Cell Track,High,Open,Webinar,Uttar Pradesh,Pravin Vhatkar,Sonal Athawale,,9/14/2025,0
Mr. Henry Dugar,+912901730,henry.dugar48@business.in,Information given. Price told Rs. 33k. Client said that he will callback for the same.,,Cell Track,Medium,Open,Marketing,Maharashtra ,Suraj Darade,Sonal Athawale,,10/7/2025,0
Ms. Harita Modi,3369489403,harita.modi538@mailserver.org,Information given. Price pitched 33 000. The client said he will let us know.,,Cell Track,Medium,Open,Marketing,Gujarat,Suraj Darade,Suraj Darade,,10/3/2025,0
Mrs. Azaan Khanna,+913463092,azaan.khanna436@mailserver.org,Information given price pitched 28k. Client said he will call back.,,"CDR Analysis Software,SDR",High,Open,Referral,Bihar & Jharkhand,Sonal Athawale,Pravin Vhatkar,,9/16/2025,0
Ms. Nayak,+914638025,warjas.nayak387@business.in,Information given price pitched 28 000. Client said he will let us know.,,SDR,Medium,Open,Marketing,Goa,Sonal Athawale,Sonal Athawale,,9/22/2025,0
Ms. Ekantika Srinivasan,6090490737,ekantika.srinivasan868@business.in,Information given price pitched 28 000. Client said he will call back.,,"CDR Analysis Software,SDR",High,Open,Marketing,Uttar Pradesh,Suraj Darade,Sonal Athawale,,9/19/2025,0
Mrs. Radhika Chauhan,0660030607,radhika.chauhan686@mailserver.org,Information given price pitched 33 000. Client said he will call back.,,SDR,Medium,Open,Marketing,Maharashtra ,Sonal Athawale,Pravin Vhatkar,,9/20/2025,0
Ms. Vihaan Peri,0005480160,vihaan.peri897@business.in,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",High,Open,Website,Karnataka ,Suraj Darade,Pravin Vhatkar,,9/26/2025,0
Ms. Balay,9031570513,yug.balay425@business.in,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,Cell Track,Medium,Open,Website,Bihar & Jharkhand,Pravin Vhatkar,Pravin Vhatkar,,9/21/2025,0
Mrs. Amara Ravi,+915418226,amara.ravi737@example.com,Information given price pitched 28k. Client said he will call on next week.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Bihar & Jharkhand,Pravin Vhatkar,Pravin Vhatkar,,10/7/2025,0
Mrs. Manne,0470956284,falan.manne211@mailserver.org,Information given price pitched 18k. Client said he will let us know.,,SDR,Medium,Open,Webinar,Karnataka ,Sonal Athawale,Pravin Vhatkar,,9/23/2025,0
Mrs. Adweta Bhandari,0395492968,adweta.bhandari400@example.com,Information given. Price told Rs.33 000. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",High,Open,Referral,Uttar Pradesh,Pravin Vhatkar,Sonal Athawale,,9/9/2025,0
Mr. Tanay Borra,1809548838,tanay.borra362@business.in,Information given price pitched 28k. Client said he will call back.,,SDR,High,Open,Referral,Maharashtra ,Sonal Athawale,Pravin Vhatkar,,10/7/2025,0
Mrs. Jai Srinivasan,1144049934,jai.srinivasan782@mailserver.org,Information given price pitched 28k. Client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Referral,Punjab,Suraj Darade,Pravin Vhatkar,,9/30/2025,0
Ms. Sai Balan,6870653833,sai.balan833@business.in,Information given. Price told Rs. 18k. Client said that he will callback for the same.,,Cell Track,High,Open,Marketing,Uttar Pradesh,Pravin Vhatkar,Suraj Darade,,9/13/2025,0
Mrs. Chasmum Chhabra,1122072826,chasmum.chhabra240@example.com,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",High,Open,Webinar,Delhi & NCR,Suraj Darade,Pravin Vhatkar,,9/28/2025,0
Mrs. Aradhana Sama,9030098644,aradhana.sama846@mailserver.org,Information given. Price told Rs. 33k. Client said that he will callback for the same.,,CDR Analysis Software,High,Open,Marketing,Karnataka ,Sonal Athawale,Suraj Darade,,10/4/2025,0
Ms. Diya Solanki,0078519050,diya.solanki833@business.in,Information given price pitched 28k. Client said he will call back.,,SDR,High,Open,Marketing,Bihar & Jharkhand,Pravin Vhatkar,Sonal Athawale,,10/8/2025,0
Ms. Qadim Guha,+918957909,qadim.guha972@example.com,Information given price pitched 18k. Client said he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Website,Goa,Suraj Darade,Sonal Athawale,,9/14/2025,0
Mr. Leela Grover,8200286452,leela.grover57@business.in,Information given price pitched 33 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Webinar,Gujarat,Suraj Darade,Sonal Athawale,,9/19/2025,0
Mr. Varenya Sethi,+910260741,varenya.sethi156@mailserver.org,Information given price pitched 28 000. Client said he will call back.,,SDR,Medium,Open,Referral,Bihar & Jharkhand,Sonal Athawale,Suraj Darade,,9/26/2025,0
Mr. Chandani Dhawan,+918131576,chandani.dhawan139@example.com,Information given. Price told Rs.28k. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Punjab,Pravin Vhatkar,Pravin Vhatkar,,9/25/2025,0
Mrs. Gopal Nagy,2707350990,gopal.nagy434@example.com,Information given price pitched 33 000. Client said he will let us know.,,Cell Track,High,Open,Website,Karnataka ,Suraj Darade,Suraj Darade,,9/19/2025,0
Mrs. Lucky Bhavsar,0980928271,lucky.bhavsar621@business.in,Information given. Price told Rs.18k. Client said that i will call you back after some time.,,Cell Track,High,Open,Webinar,Gujarat,Suraj Darade,Suraj Darade,,9/21/2025,0
Mrs. Zilmil Vala,0715617105,zilmil.vala401@business.in,Information given price pitched 28k. Client said he will call back.,,CDR Analysis Software,High,Open,Website,Gujarat,Suraj Darade,Suraj Darade,,9/20/2025,0
Mr. Garima Arya,0040714001,garima.arya106@example.com,Information given price pitched 33 000. Client said he will call on next week.,,"CDR Analysis Software,Cell Track",Medium,Open,Website,Tamil Nadu,Sonal Athawale,Sonal Athawale,,10/7/2025,0
Ms. Damini Bhatnagar,5323926975,damini.bhatnagar933@business.in,Information given price pitched 33 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,SDR",High,Open,Marketing,Punjab,Suraj Darade,Sonal Athawale,,9/18/2025,0
Ms. Nachiket Swaminathan,0209594559,nachiket.swaminathan844@example.com,Information given. Price pitched 28 000. The client said he will let us know.,,Cell Track,Medium,Open,Website,Punjab,Suraj Darade,Suraj Darade,,9/18/2025,0
Mrs. Rishi Bhargava,0521143568,rishi.bhargava74@example.com,Information given price pitched 33 000. Client said he will let us know.,,Cell Track,Medium,Open,Website,Bihar & Jharkhand,Pravin Vhatkar,Sonal Athawale,,9/21/2025,0
Mr. Lalla,9462559896,odika.lalla863@example.com,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,Cell Track,Medium,Open,Website,Delhi & NCR,Sonal Athawale,Sonal Athawale,,10/5/2025,0
Ms. Diya Rama,0775823551,diya.rama864@example.com,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Website,Delhi & NCR,Sonal Athawale,Suraj Darade,,10/7/2025,0
Mrs. Pai,0533431600,jeevika.pai79@example.com,Information given. Price pitched 33k. The client said he will let us know.,,CDR Analysis Software,High,Open,Referral,Karnataka ,Sonal Athawale,Sonal Athawale,,9/11/2025,0
Mr. Harsh Palla,4657311608,harsh.palla406@mailserver.org,Information given. Price told Rs.28 000. Client said that i will call you back after some time.,,SDR,Medium,Open,Webinar,Delhi & NCR,Suraj Darade,Suraj Darade,,9/25/2025,0
Mrs. Brinda Ganesan,8414459753,brinda.ganesan804@business.in,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,SDR,Medium,Open,Webinar,Gujarat,Sonal Athawale,Sonal Athawale,,10/1/2025,0
Ms. Vamakshi Randhawa,+917766789,vamakshi.randhawa957@mailserver.org,Information given. Price told Rs. 28k. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Marketing,Delhi & NCR,Sonal Athawale,Sonal Athawale,,9/11/2025,0
Ms. Chakradev Khatri,0104018902,chakradev.khatri491@example.com,Information given. Price told Rs.28k. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",Medium,Open,Marketing,Punjab,Suraj Darade,Suraj Darade,,10/1/2025,0
Mr. Jackson Samra,0386896687,jackson.samra602@example.com,Information given. Price pitched 28k. The client said he will let us know.,,Cell Track,Medium,Open,Webinar,Goa,Sonal Athawale,Sonal Athawale,,10/6/2025,0
Ms. Nathan Chokshi,1846331134,nathan.chokshi992@mailserver.org,Information given price pitched 33 000. Client said he will call back.,,"CDR Analysis Software,Cell Track",High,Open,Referral,Gujarat,Suraj Darade,Pravin Vhatkar,,10/2/2025,0
Ms. Avi Panchal,9215411802,avi.panchal563@business.in,Information given price pitched 28k. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Website,Bihar & Jharkhand,Suraj Darade,Pravin Vhatkar,,9/14/2025,0
Ms. Hema Majumdar,+916799996,hema.majumdar458@example.com,Information given. Price told Rs.28k. Client said that i will call you back after some time.,,CDR Analysis Software,High,Open,Referral,Goa,Sonal Athawale,Pravin Vhatkar,,9/17/2025,0
Mrs. Sani,+917674792,vedika.sani290@example.com,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Marketing,Gujarat,Pravin Vhatkar,Sonal Athawale,,9/15/2025,0
Ms. Deepa Jani,0530480030,deepa.jani384@mailserver.org,Information given price pitched 18 000. Client said he will call on next week.,,CDR Analysis Software,High,Open,Marketing,Punjab,Pravin Vhatkar,Pravin Vhatkar,,9/12/2025,0
Mr. Nikita Parsa,0428883719,nikita.parsa22@mailserver.org,Information given. Price told Rs. 33k. Client said that he will callback for the same.,,Cell Track,Medium,Open,Webinar,Uttar Pradesh,Sonal Athawale,Pravin Vhatkar,,10/8/2025,0
Mrs. Timothy Prashad,4754449684,timothy.prashad599@example.com,Information given price pitched 18k. Client said he will let us know.,,Cell Track,Medium,Open,Webinar,Karnataka ,Pravin Vhatkar,Sonal Athawale,,10/5/2025,0
Ms. Dalaja Kaul,0377598850,dalaja.kaul360@example.com,Information given price pitched 33k. Client said he will call on next week.,,Cell Track,Medium,Open,Webinar,Tamil Nadu,Pravin Vhatkar,Suraj Darade,,10/8/2025,0
Mrs. Sehgal,0315444130,david.sehgal1@example.com,Information given. Price pitched 33 000. The client said he will let us know.,,Cell Track,High,Open,Website,Punjab,Sonal Athawale,Suraj Darade,,10/9/2025,0
Ms. Harish Kari,0674588574,harish.kari85@mailserver.org,Information given. Price pitched 18 000. The client said he will let us know.,,CDR Analysis Software,High,Open,Webinar,Punjab,Suraj Darade,Sonal Athawale,,9/27/2025,0
Ms. Ijaya Goel,4997620326,ijaya.goel67@example.com,Information given price pitched 28 000. Client said he will let us know.,,CDR Analysis Software,High,Open,Marketing,Uttar Pradesh,Sonal Athawale,Pravin Vhatkar,,10/3/2025,0
Ms. Yochana Borah,+916032727,yochana.borah533@business.in,Information given price pitched 18k. Client said he will call back.,,Cell Track,Medium,Open,Webinar,Uttar Pradesh,Pravin Vhatkar,Sonal Athawale,,9/24/2025,0
Mrs. Urvi More,+919560402,urvi.more695@example.com,Information given price pitched 33 000. Client said he will call back.,,CDR Analysis Software,Medium,Open,Webinar,Gujarat,Pravin Vhatkar,Suraj Darade,,9/12/2025,0
Ms. Isaac Varughese,+919750540,isaac.varughese634@mailserver.org,Information given. Price pitched 28 000. The client said he will let us know.,,Cell Track,Medium,Open,Webinar,Maharashtra ,Pravin Vhatkar,Pravin Vhatkar,,9/13/2025,0
Mrs. Tata,0031501041,fitan.tata616@example.com,Information given. Price told Rs.33k. Client said that i will call you back after some time.,,SDR,High,Open,Marketing,Karnataka ,Sonal Athawale,Pravin Vhatkar,,9/21/2025,0
Mrs. Bandi,+911708887,harita.bandi761@business.in,Information given. Price told Rs.28k. Client said that i will call you back after some time.,,CDR Analysis Software,Medium,Open,Referral,Punjab,Suraj Darade,Pravin Vhatkar,,9/18/2025,0
Mr. Sanaya Thaman,0553668158,sanaya.thaman87@example.com,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,CDR Analysis Software,High,Open,Marketing,Bihar & Jharkhand,Sonal Athawale,Suraj Darade,,9/19/2025,0
Mrs. Daksha Srivastava,1715852203,daksha.srivastava266@mailserver.org,Information given. Price pitched 33k. The client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Marketing,Punjab,Pravin Vhatkar,Suraj Darade,,10/6/2025,0
Mr. Hiral Nanda,0249399862,hiral.nanda950@business.in,Information given. Price told Rs. 33k. Client said that he will callback for the same.,,Cell Track,High,Open,Referral,Delhi & NCR,Suraj Darade,Sonal Athawale,,9/22/2025,0
Mrs. Girish Sankar,0769302848,girish.sankar559@example.com,Information given. Price pitched 18 000. The client said he will let us know.,,"CDR Analysis Software,SDR",High,Open,Marketing,Tamil Nadu,Sonal Athawale,Sonal Athawale,,10/1/2025,0
Mr. Madhavi Rege,+919877879,madhavi.rege442@mailserver.org,Information given price pitched 18 000. Client said he will call back.,,CDR Analysis Software,High,Open,Marketing,Delhi & NCR,Sonal Athawale,Pravin Vhatkar,,10/5/2025,0
Mr. Solanki,8307189007,praneel.solanki315@mailserver.org,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,Cell Track,Medium,Open,Website,Uttar Pradesh,Sonal Athawale,Pravin Vhatkar,,9/26/2025,0
Mrs. Datta,8248542668,harita.datta389@example.com,Information given price pitched 28k. Client said he will call on next week.,,CDR Analysis Software,High,Open,Marketing,Uttar Pradesh,Suraj Darade,Pravin Vhatkar,,9/24/2025,0
Mrs. Dave,+913304108,gaurika.dave145@example.com,Information given. Price told Rs.18k. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",Medium,Open,Marketing,Maharashtra ,Pravin Vhatkar,Sonal Athawale,,9/15/2025,0
Ms. Theodore Ramanathan,0509729359,theodore.ramanathan981@business.in,Information given. Price pitched 18k. The client said he will let us know.,,Cell Track,Medium,Open,Marketing,Punjab,Pravin Vhatkar,Suraj Darade,,9/12/2025,0
Mr. Devansh Saran,+911837352,devansh.saran178@example.com,Information given price pitched 28 000. Client said he will call on next week.,,SDR,Medium,Open,Referral,Karnataka ,Suraj Darade,Pravin Vhatkar,,9/29/2025,0
Mrs. Radhika Wagle,0509563607,radhika.wagle592@mailserver.org,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,Cell Track,High,Open,Website,Goa,Pravin Vhatkar,Suraj Darade,,9/22/2025,0
Ms. Jagdish Munshi,+911482708,jagdish.munshi80@mailserver.org,Information given price pitched 28k. Client said he will call back.,,"CDR Analysis Software,SDR",Medium,Open,Webinar,Maharashtra ,Suraj Darade,Suraj Darade,,9/16/2025,0
Mr. Benjamin Sampath,2207091384,benjamin.sampath548@business.in,Information given price pitched 18k. Client said he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Referral,Goa,Pravin Vhatkar,Suraj Darade,,9/17/2025,0
Mr. Dara,0165533218,panini.dara991@mailserver.org,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",High,Open,Webinar,Uttar Pradesh,Pravin Vhatkar,Sonal Athawale,,9/22/2025,0
Mr. Karnik,+917157080,chavvi.karnik56@business.in,Information given price pitched 18k. Client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Referral,Karnataka ,Pravin Vhatkar,Sonal Athawale,,9/28/2025,0
Mr. Darsh Srinivasan,+914739790,darsh.srinivasan641@business.in,Information given. Price pitched 28 000. The client said he will let us know.,,SDR,Medium,Open,Webinar,Tamil Nadu,Sonal Athawale,Suraj Darade,,10/4/2025,0
Mrs. Bansal,+918552824,oliver.bansal971@mailserver.org,Information given. Price told Rs. 33 000. Client said that he will callback for the same.,,CDR Analysis Software,High,Open,Webinar,Karnataka ,Pravin Vhatkar,Suraj Darade,,9/29/2025,0
Ms. Ramaswamy,0722473719,nidhi.ramaswamy332@business.in,Information given. Price pitched 18 000. The client said he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Website,Bihar & Jharkhand,Suraj Darade,Sonal Athawale,,10/9/2025,0
Mr. Pranav Raja,+918640657,pranav.raja795@mailserver.org,Information given. Price told Rs.18k. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",Medium,Open,Referral,Tamil Nadu,Pravin Vhatkar,Sonal Athawale,,9/24/2025,0
Mrs. Lopa Mall,0923560582,lopa.mall240@business.in,Information given price pitched 18 000. Client said he will call back.,,SDR,High,Open,Referral,Bihar & Jharkhand,Suraj Darade,Pravin Vhatkar,,9/14/2025,0
Mrs. Daniel Chowdhury,+917911434,daniel.chowdhury584@mailserver.org,Information given price pitched 18 000. Client said he will call back.,,"CDR Analysis Software,SDR",High,Open,Website,Bihar & Jharkhand,Sonal Athawale,Sonal Athawale,,9/22/2025,0
Mr. Sachdev,5109256833,arya.sachdev895@mailserver.org,Information given price pitched 28k. Client said share me details on whats app he will let us know.,,Cell Track,Medium,Open,Website,Maharashtra ,Pravin Vhatkar,Sonal Athawale,,10/5/2025,0
Ms. Rachana Sule,0737957651,rachana.sule250@example.com,Information given. Price told Rs.28 000. Client said that i will call you back after some time.,,CDR Analysis Software,Medium,Open,Website,Bihar & Jharkhand,Pravin Vhatkar,Pravin Vhatkar,,10/2/2025,0
Mr. Comar,+914259551,chasmum.comar593@business.in,Information given price pitched 28 000. Client said he will let us know.,,Cell Track,High,Open,Website,Tamil Nadu,Suraj Darade,Suraj Darade,,9/29/2025,0
Mr. Yahvi Mandal,+916539512,yahvi.mandal782@business.in,Information given. Price told Rs.33 000. Client said that send me quotation for the same.,,Cell Track,High,Open,Webinar,Tamil Nadu,Suraj Darade,Sonal Athawale,,9/29/2025,0
Mr. Karan Cherian,1334288401,karan.cherian965@example.com,Information given. Price told Rs. 28 000. Client said that he will callback for the same.,,Cell Track,Medium,Open,Website,Karnataka ,Suraj Darade,Sonal Athawale,,9/29/2025,0
Mrs. Zinal Sankaran,4743858370,zinal.sankaran199@mailserver.org,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Marketing,Delhi & NCR,Pravin Vhatkar,Suraj Darade,,9/16/2025,0
Ms. Bakhshi Jha,+913630079,bakhshi.jha600@mailserver.org,Information given. Price told Rs.18 000. Client said that send me quotation for the same.,,SDR,High,Open,Webinar,Tamil Nadu,Suraj Darade,Sonal Athawale,,9/17/2025,0
Ms. Jyoti Chanda,6849640315,jyoti.chanda267@business.in,Information given. Price told Rs.33k. Client said that i will call you back after some time.,,SDR,Medium,Open,Referral,Punjab,Suraj Darade,Pravin Vhatkar,,9/27/2025,0
Mrs. Sai Wable,0515905154,sai.wable317@mailserver.org,Information given price pitched 18 000. Client said share me details on whats app he will let us know.,,SDR,High,Open,Webinar,Maharashtra ,Suraj Darade,Sonal Athawale,,10/9/2025,0
Ms. Vihaan Walia,2537769380,vihaan.walia602@mailserver.org,Information given. Price pitched 18 000. The client said he will let us know.,,CDR Analysis Software,Medium,Open,Webinar,Delhi & NCR,Pravin Vhatkar,Sonal Athawale,,9/19/2025,0
Ms. Ekalinga Chaudhry,2473972237,ekalinga.chaudhry256@example.com,Information given. Price pitched 33 000. The client said he will let us know.,,CDR Analysis Software,High,Open,Referral,Goa,Suraj Darade,Sonal Athawale,,9/10/2025,0
Mrs. Victor Kale,0248650489,victor.kale707@business.in,Information given. Price told Rs.28 000. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",High,Open,Referral,Karnataka ,Suraj Darade,Pravin Vhatkar,,9/21/2025,0
Ms. Bobal,0691136508,george.bobal791@business.in,Information given price pitched 28 000. Client said he will call back.,,SDR,Medium,Open,Webinar,Uttar Pradesh,Suraj Darade,Suraj Darade,,9/13/2025,0
Ms. Wason,0946325032,vedika.wason274@mailserver.org,Information given. Price told Rs. 18k. Client said that he will callback for the same.,,Cell Track,High,Open,Marketing,Tamil Nadu,Sonal Athawale,Pravin Vhatkar,,10/3/2025,0
Mrs. Radhika Kala,0227553390,radhika.kala970@business.in,Information given price pitched 18 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Referral,Maharashtra ,Pravin Vhatkar,Pravin Vhatkar,,9/11/2025,0
Ms. Noah Dar,0154284725,noah.dar362@business.in,Information given. Price told Rs. 18k. Client said that he will callback for the same.,,Cell Track,Medium,Open,Referral,Gujarat,Sonal Athawale,Sonal Athawale,,9/21/2025,0
